206	10	10
210	10	10
213	10	10
216	10	10
221	10	10
222	10	10
227	10	10
230	10	10
233	10	10
235	10	10
239	10	10
246	10	10
248	10	10
249	10	10
251	10	10
252	10	10
256	10	10
260	10	10
261	10	10
268	10	10
269	10	10
270	10	10
275	10	10
290	10	10
291	10	10
298	10	10
299	10	10
302	10	10
305	10	10
306	10	10
315	10	10
318	10	10
328	10	10
332	10	10
337	10	10
351	10	10
352	10	10
353	10	10
355	10	10
357	10	10
370	10	10
371	10	10
372	10	10
373	10	10
377	10	10
382	10	10
393	10	10
394	10	10
398	10	10
402	10	10
403	10	10
404	10	10
411	10	10
416	10	10
419	10	10
421	10	10
423	10	10
426	10	10
427	10	10
433	10	10
434	10	10
436	10	10
437	10	10
440	10	10
448	10	10
449	10	10
453	10	10
455	10	10
456	10	10
458	10	10
465	10	10
466	10	10
471	10	10
475	10	10
485	10	10
496	10	10
497	10	10
502	10	10
512	10	10
514	10	10
518	10	10
525	10	10
531	10	10
533	10	10
534	10	10
536	10	10
537	10	10
539	10	10
541	10	10
550	10	10
552	10	10
557	10	10
559	10	10
560	10	10
563	10	10
569	10	10
570	10	10
573	10	10
574	10	10
577	10	10
578	10	10
580	10	10
582	10	10
589	10	10
598	10	10
605	10	10
606	10	10
607	10	10
611	10	10
614	10	10
621	10	10
624	10	10
633	10	10
635	10	10
637	10	10
638	10	10
639	10	10
646	10	10
650	10	10
652	10	10
655	10	10
656	10	10
663	10	10
664	10	10
665	10	10
671	10	10
673	10	10
674	10	10
678	10	10
679	10	10
680	10	10
681	10	10
683	10	10
685	10	10
687	10	10
689	10	10
702	10	10
703	10	10
704	10	10
706	10	10
708	10	10
718	10	10
719	10	10
725	10	10
729	10	10
733	10	10
734	10	10
735	10	10
737	10	10
739	10	10
748	10	10
749	10	10
753	10	10
754	10	10
758	10	10
760	10	10
761	10	10
764	10	10
765	10	10
766	10	10
768	10	10
774	10	10
783	10	10
787	10	10
788	10	10
791	10	10
801	10	10
803	10	10
806	10	10
808	10	10
810	10	10
813	10	10
814	10	10
815	10	10
821	10	10
825	10	10
829	10	10
834	10	10
841	10	10
851	10	10
860	10	10
866	10	10
867	10	10
876	10	10
877	10	10
878	10	10
879	10	10
887	10	10
894	10	10
899	10	10
904	10	10
912	10	10
915	10	10
916	10	10
921	10	10
924	10	10
925	10	10
927	10	10
930	10	10
933	10	10
936	10	10
942	10	10
951	10	10
954	10	10
963	10	10
978	10	10
980	10	10
984	10	10
986	10	10
990	10	10
996	10	10
998	10	10
1011	10	10
1015	10	10
1016	10	10
1017	10	10
1022	10	10
1023	10	10
1028	10	10
1030	10	10
1037	10	10
1040	10	10
1041	10	10
1046	10	10
1052	10	10
1054	10	10
1066	10	10
1073	10	10
1084	10	10
1085	10	10
1089	10	10
1094	10	10
1098	10	10
1109	10	10
1116	10	10
1119	10	10
1121	10	10
1122	10	10
1129	10	10
1132	10	10
1136	10	10
1143	10	10
1146	10	10
1147	10	10
1154	10	10
1160	10	10
1165	10	10
1169	10	10
1173	10	10
1175	10	10
1176	10	10
1179	10	10
1187	10	10
1202	10	10
1213	10	10
1215	10	10
1218	10	10
1221	10	10
1226	10	10
1229	10	10
1232	10	10
1235	10	10
1238	10	10
1243	10	10
1251	10	10
1254	10	10
1256	10	10
1260	10	10
1268	10	10
1272	10	10
1275	10	10
1276	10	10
1278	10	10
1282	10	10
1285	10	10
1286	10	10
1291	10	10
1294	10	10
1302	10	10
1311	10	10
1313	10	10
1315	10	10
1316	10	10
1333	10	10
1337	10	10
1343	10	10
1345	10	10
1348	10	10
1356	10	10
1358	10	10
1362	10	10
1369	10	10
1371	10	10
1373	10	10
1381	10	10
1385	10	10
1391	10	10
1394	10	10
1396	10	10
1415	10	10
1418	10	10
1421	10	10
1424	10	10
1427	10	10
1428	10	10
1433	10	10
1436	10	10
1437	10	10
1442	10	10
1444	10	10
1445	10	10
1453	10	10
1454	10	10
1467	10	10
1470	10	10
1478	10	10
1481	10	10
1488	10	10
1506	10	10
1507	10	10
1510	10	10
1517	10	10
1518	10	10
1520	10	10
1526	10	10
1530	10	10
1531	10	10
1541	10	10
1547	10	10
1551	10	10
1555	10	10
1563	10	10
1565	10	10
1566	10	10
1567	10	10
1570	10	10
1575	10	10
1576	10	10
1585	10	10
1590	10	10
1591	10	10
1593	10	10
1600	10	10
1601	10	10
1602	10	10
1605	10	10
1609	10	10
1614	10	10
1616	10	10
1623	10	10
1631	10	10
1632	10	10
1633	10	10
1636	10	10
1637	10	10
1639	10	10
1643	10	10
1646	10	10
1647	10	10
1649	10	10
1650	10	10
1653	10	10
1658	10	10
1661	10	10
1670	10	10
1687	10	10
1714	10	10
1721	10	10
1726	10	10
1728	10	10
1730	10	10
1731	10	10
1733	10	10
1734	10	10
1737	10	10
1739	10	10
1742	10	10
1748	10	10
1752	10	10
1754	10	10
1756	10	10
1757	10	10
1762	10	10
1763	10	10
1765	10	10
1766	10	10
1772	10	10
1773	10	10
1775	10	10
1776	10	10
1778	10	10
1781	10	10
1783	10	10
1793	10	10
1794	10	10
1797	10	10
1801	10	10
1803	10	10
1814	10	10
1820	10	10
1823	10	10
1825	10	10
1832	10	10
1835	10	10
1846	10	10
1848	10	10
1849	10	10
1850	10	10
1860	10	10
1874	10	10
1876	10	10
1877	10	10
1883	10	10
1888	10	10
1889	10	10
1897	10	10
1900	10	10
1910	10	10
1911	10	10
1915	10	10
1924	10	10
1926	10	10
1928	10	10
1929	10	10
1934	10	10
1935	10	10
1937	10	10
1942	10	10
1943	10	10
1945	10	10
1947	10	10
1949	10	10
1953	10	10
1954	10	10
1957	10	10
1962	10	10
1972	10	10
1977	10	10
1980	10	10
1985	10	10
1988	10	10
1992	10	10
1994	10	10
2000	10	10
2010	10	10
2011	10	10
2012	10	10
2013	10	10
2014	10	10
2016	10	10
2018	10	10
2020	10	10
2027	10	10
2040	10	10
2044	10	10
2054	10	10
2055	10	10
2060	10	10
2065	10	10
2069	10	10
2070	10	10
2071	10	10
2075	10	10
2076	10	10
2078	10	10
2080	10	10
2081	10	10
2082	10	10
2084	10	10
2087	10	10
2088	10	10
2091	10	10
2094	10	10
2097	10	10
2102	10	10
2104	10	10
2105	10	10
2106	10	10
2114	10	10
2117	10	10
2130	10	10
2131	10	10
2132	10	10
2138	10	10
2139	10	10
2143	10	10
2144	10	10
2155	10	10
2156	10	10
2162	10	10
2163	10	10
2166	10	10
2172	10	10
2178	10	10
2185	10	10
2187	10	10
2188	10	10
2193	10	10
2196	10	10
2199	10	10
2203	10	10
2204	10	10
2208	10	10
2209	10	10
2212	10	10
2215	10	10
2216	10	10
2217	10	10
2218	10	10
2220	10	10
2222	10	10
2226	10	10
2228	10	10
2230	10	10
2231	10	10
2234	10	10
2235	10	10
2238	10	10
2242	10	10
2243	10	10
2245	10	10
2258	10	10
2260	10	10
2269	10	10
2278	10	10
2287	10	10
2290	10	10
2297	10	10
2301	10	10
2303	10	10
2305	10	10
2312	10	10
2318	10	10
2320	10	10
2322	10	10
2326	10	10
2327	10	10
2330	10	10
2332	10	10
2333	10	10
2335	10	10
2342	10	10
2343	10	10
2347	10	10
2351	10	10
2352	10	10
2353	10	10
2359	10	10
2360	10	10
2361	10	10
2369	10	10
2370	10	10
2372	10	10
2373	10	10
2382	10	10
2384	10	10
2390	10	10
2406	10	10
2407	10	10
2412	10	10
2423	10	10
2427	10	10
2429	10	10
2430	10	10
2433	10	10
2437	10	10
2442	10	10
2444	10	10
2445	10	10
2447	10	10
2448	10	10
2452	10	10
2454	10	10
2460	10	10
2463	10	10
2468	10	10
2471	10	10
2472	10	10
2474	10	10
2477	10	10
2480	10	10
2485	10	10
2487	10	10
2491	10	10
2492	10	10
2493	10	10
2494	10	10
2495	10	10
2498	10	10
2501	10	10
2506	10	10
2507	10	10
2508	10	10
2509	10	10
2513	10	10
2519	10	10
2520	10	10
2524	10	10
2525	10	10
2527	10	10
2531	10	10
2532	10	10
2535	10	10
2537	10	10
2553	10	10
2556	10	10
2558	10	10
2559	10	10
2561	10	10
2580	10	10
2581	10	10
2583	10	10
2584	10	10
2585	10	10
2592	10	10
2594	10	10
2597	10	10
2599	10	10
2602	10	10
2607	10	10
2608	10	10
2609	10	10
2610	10	10
2615	10	10
2618	10	10
2629	10	10
2631	10	10
2639	10	10
2645	10	10
2648	10	10
2650	10	10
2651	10	10
2652	10	10
2666	10	10
2669	10	10
2673	10	10
2676	10	10
2680	10	10
2681	10	10
2685	10	10
2690	10	10
2692	10	10
2695	10	10
2696	10	10
2697	10	10
2700	10	10
2705	10	10
2706	10	10
2716	10	10
2727	10	10
2743	10	10
2745	10	10
2746	10	10
